resource_state;athlete;name;distance;moving_time;elapsed_time;total_elevation_gain;type;sport_type;workout_type;device_name;id;start_date;start_date_local;timezone;utc_offset;location_city;location_state;location_country;achievement_count;kudos_count;comment_count;athlete_count;photo_count;map;trainer;commute;manual;private;visibility;flagged;gear_id;start_latlng;end_latlng;average_speed;max_speed;has_heartrate;heartrate_opt_out;display_hide_heartrate_option;elev_high;elev_low;upload_id;upload_id_str;external_id;from_accepted_tag;pr_count;total_photo_count;has_kudoed;distance_km;moving_time_min;average_speed_kmu;max_speed_kmu
2;{'id': 105213775, 'resource_state': 1};Namiddagloop;8783.8;2385;2411;0.0;Run;Run;;Strava App;16694620786;2025-12-09T14:41:58Z;2025-12-09 15:41:58+00:00;(GMT+01:00) Europe/Amsterdam;3600.0;;;;2;0;0;1;0;{'id': 'a16694620786', 'summary_polyline': 'kfb|Hcaxc@[]SFYKQM]k@qAgAm@_@eBMgAKQQ[MEEAWZuADc@d@cBR_APk@X{A`@{AN}@^gBn@aCV}ANe@D_@b@yBn@kCLw@HWJm@L_@PcAHSHi@b@}AFg@Pm@Hm@^oBTw@TwA~@sD^yBJYj@gCHi@VaAD]Pm@H]@UBILMFMJu@Bk@\\oAb@}Bt@uCJu@Lc@TsAf@eBl@mCJq@Nc@Hg@Pm@RkA\\wAPkAX{@Fg@Po@N{@FMD]Nc@ZgBXgARgARw@\\cBd@gBToANi@BU?G\\s@DCdA`ANFhAfAv@l@\\Rf@d@\\JPVN\\LJRHHHfAr@`@b@PJPNPJX\\PNRJNPr@h@n@p@jA|@ZR\\Xj@\\RD\\RRRj@TNLnB~@JLd@Lp@b@n@ZLXf@HXV\\JdAn@D@JERARVd@^~@d@l@Hl@VRF^A@GJTDDj@TZ?PFT@f@P^@^R`@Bl@NXDr@T`AJt@T`ATPJJJFPTxABh@l@zCHn@HXDZd@hAX`@\\`@b@z@Jp@Rh@d@vAP`@LRRv@b@dAJ?JG`@{@NMJEL?RHPNn@^`@DNEHIDM?QLc@Fs@P_@HKRaAf@{AJg@Tu@Te@^sAD[N]P{@Ne@A?GRGDA\\KP_@nAIHGNE^q@lCMl@IXKLUt@MTKVALHN_@l@Ir@Ut@GBIC[]c@OOOI@]KSF[\\Sb@CRKJAD@HPXFZ@d@}@rFUjAEr@D`@Aj@M^C`AQdAU`Ae@pAy@~C_@bAEZGN[n@o@j@YZCHA~@AHEDe@?YDq@b@}@v@wA|@YJcANy@I}@c@WQQQWMkBoAm@[w@q@[OSYSIIIw@[iBiASIg@e@k@WUSwAs@m@e@YMM?G@QHKAKLCEI[GM_@UeAYK@QMi@Wm@e@[M]YQCMUaA]QOGOg@CYZOHk@NSAW`@K@MCE@KLKn@Q^a@rBeArDa@lAObAWr@WdAIPS|@w@lCGd@a@~@IVSjAGJ]rACDG?QQKES?QIGfB@r@Ef@q@fCSf@AToAxEIr@]|AKbAEAm@o@gAc@i@AOJG?c@Ma@JYBWPi@?UDi@@i@AWDIMMI]G_@?UDUT]AMFOPSRG\\GLOHQTOFg@p@', 'resource_state': 2};False;False;False;False;followers_only;False;;[51.954606, 6.022129];[51.954645, 6.022269];3.683;6.4;False;False;False;10.7;9.6;17784353962;17784353962;stripped_0c9c8b29-0cf8-4a83-9f9c-02d8b2281878-activity.fit;False;0;0;False;8.7838;39.75;13.258799999999999;23.040000000000003
2;{'id': 105213775, 'resource_state': 1};Namiddagloop;10109.7;2523;2584;4.2;Run;Run;;Strava App;16514922092;2025-11-20T13:09:12Z;2025-11-20 14:09:12+00:00;(GMT+01:00) Europe/Amsterdam;3600.0;;;;0;0;0;1;0;{'id': 'a16514922092', 'summary_polyline': 'igb|Hcaxc@w@}@u@q@w@i@SCOYWSqCMaA[e@?UFSGM?g@IsAa@{@_@[A}@[GCKMWGq@A{B_@G?OFYKk@?[Uq@We@[OAEDMd@Qf@Qt@UhBYzAQnAUhAEHa@\\IPe@n@c@r@k@x@]VOPm@fAcAxB[f@Qh@QpAOv@S~A_@jBQ`BK\\@V_@dBa@rCYhAMv@CVKr@?n@CJOXYvBQfAa@dDOj@Ij@a@tBQtAOx@AVI^Gn@Od@Ch@[~AQ|AAJSVERKJGZDR?JIpAg@fC]lBSlCN\\PR@HA`@BJJNt@^PRTDj@b@l@VFPANOb@Kl@KZ[pCGPQjA_@|AOnAI\\G`@S~@Gr@[rAUtAa@pAq@lC[z@Oj@G^Sp@EXUt@GZUp@[rAy@`C]p@K^Yn@k@~@QJEFEVMLu@VUBg@`@}@DkARWJe@Zi@bAQb@Y|@gBxDKr@M\\GFAAF@G?Y~@Db@v@xAt@lBj@HHNEh@R^Vp@@PXf@|@zBXb@N\\Lh@Xz@^zARfATdBJ^VrC\\tCJ^?LP~@b@l@A\\F\\FTJR^nAh@nAb@t@bA|BpBdCZh@d@f@ZTPVl@h@hC|A\\FXP\\DVNn@LNL\\@j@H|@RZL~AVTHT?d@Rx@Jf@TfATd@TdBXPHLVNBLNL?VUPCjA^l@HZPXAj@FhA^z@CDBFLh@AzA`@PJTEjBVfAd@n@b@d@RVVFNE\\e@hBSd@OROXKHIEXqAf@sABSb@iA^aBRo@TwAZwAN]XkAZq@T_A|@qCTcA`@cANs@^cAb@aBN[d@}ARa@Fs@Tk@Ps@p@aBDUx@gCVmAz@yBLg@~AwDRm@Da@F]v@qCPe@VoAb@gAViAhB_GTsA~AwEZuARe@h@sBJSPq@DCJw@HQR_Ab@gApAmEJm@Vq@v@sCXu@v@iDXo@VeAlAsDx@oCTm@\\oANu@j@mB\\_An@aCZ}@Ha@^e@NABGSeAMWKIa@{@YW]MMQI]CQFgAQy@y@eBe@s@o@gBk@oAY_@WS_@k@KISA_@[OUEQU[Qa@U]m@i@}@gA_AqAYWIMa@oAUi@CU_@iBOa@Ki@k@yBm@eBU_AQgA]]YGGG[u@I[MWCSCk@EOKg@?SFWAUI_@EG', 'resource_state': 2};False;False;False;False;followers_only;False;;[51.95463, 6.022076];[51.954713, 6.022274];4.007;6.82;False;False;False;12.8;8.4;17601812780;17601812780;stripped_fd4873f2-aec1-44f3-95f3-a970c469c1ae-activity.fit;False;0;0;False;10.1097;42.05;14.425199999999998;24.552000000000003
2;{'id': 105213775, 'resource_state': 1};Ochtendloop Horsterpark;7774.0;2087;2133;6.5;Run;Run;;Strava App;16432991971;2025-11-12T08:21:55Z;2025-11-12 09:21:55+00:00;(GMT+01:00) Europe/Amsterdam;3600.0;;;;2;0;0;1;0;{'id': 'a16432991971', 'summary_polyline': '}wa|Howvc@DXCv@Dj@Ev@CHMNMZEV@`A]nA]bBEb@?j@Op@Et@O~A_@lCOrAGjAW|AMj@Gv@SnB[~Bk@bCWrBYl@GRHvAC^Kn@Of@E`@Cb@Hb@AHQx@O~@Wj@Ix@I\\_@vAUh@Cl@B^ALIPXb@@L?ZDVZlATdAPf@Nr@Pb@Jh@b@lATd@Nd@NRLj@d@t@R`@TXLXf@l@Tb@PNVh@NR@JSh@AJXjA@j@Rf@z@dAr@t@XT|@dARL@HHLVR~@fA\\ZX^VTVZZRRVf@\\D?RV^Hz@Jn@ELEv@o@JSCGKEa@`@YP_@BSAMIc@Ke@Ye@a@_@k@GCE?MJUn@Md@E\\Ol@AVFt@`@bBXnBZlAJ`AR|@Jz@Np@@\\RR@LLn@LjAR~@LVv@rAPl@\\p@LZXz@NbAN`@@VDHFBj@GP?x@l@TBRJFN?JDDLBPLT\\Z^ZZJFZ`@b@^D?f@aBn@aCLqACuAUoAQ_@UYOO[Go@_@a@OKKMBq@eAG]U_Dq@gHk@{BKOIEQCKIWDEAa@UE?IHIBW@UGYOKCKBEBi@~@Sd@U^ENWf@Wb@EBGECIQaAg@_BGo@M{@QcAIYCSAGKIEBQ~@Yt@Mp@a@~Aa@dAq@bCKh@aA~CQfASn@INKHKVKd@E\\m@zAYzAEJEBKOAG[c@MAIIG?OLG?c@e@IM_@UKQc@]KMCOMGi@_@YC_@SGWYg@e@YY[EAE@QOMg@{@m@i@e@e@g@w@m@]a@IGK?KG[i@KMUIQOSIIMI[GM[Si@UQSq@g@AIp@uBV_B\\cBDe@d@yATwARq@R{@ZoB`AkED_@t@qCFk@XoAHQF[JUJm@VwAJYr@gDFq@j@uBZ[FKFc@V[HOJIFMAmAB_BHu@Lc@Hs@Nm@Xw@T}AZcBRaBDGPOJ[Ao@Kq@AWn@mF@[j@yD?YGIKEEQH_@Ne@F_@JiA?c@Ls@LeB@ILUH_@JeAL_CLsA|@iEBSGm@D_@DORY@KRyB?_@I[', 'resource_state': 2};False;False;False;False;followers_only;False;;[51.954668, 6.022366];[51.954685, 6.022271];3.725;4.96;False;False;False;16.1;8.8;17519218935;17519218935;stripped_c8139b4f-531f-4f14-9af2-6bcaaa73fe6d-activity.fit;False;1;0;False;7.774;34.78333333333333;13.41;17.856
2;{'id': 105213775, 'resource_state': 1};5k💥;6596.3;1636;1654;0.0;Run;Run;;Strava App;16311998402;2025-10-31T13:24:12Z;2025-10-31 14:24:12+00:00;(GMT+01:00) Europe/Amsterdam;3600.0;;;;0;0;0;1;0;{'id': 'a16311998402', 'summary_polyline': 'qib|Hscxc@MGq@c@QUSQy@[_AUQB[?MCKGGAQBG?_@]QGS@QJQ@YAWEOG[CSE_@Se@O[Eg@Uk@QMKSKQ@WMe@KkAIiAa@a@Uo@Eq@QIEKM{AoA]Oo@k@[SYY]Qk@e@s@s@o@c@i@YY_@{@m@sAiAg@Ya@]}@m@WM][UK]e@YK[WYOYYy@m@KM[Mm@o@_@M[]SIi@_@k@i@w@g@uC}BQI_Au@_@USUME]USWg@YkA_A[SGGSe@OG]i@_@e@MIIO?KVc@j@uAT}@Rg@FUl@aBNYPs@NWFU@UL]LQJSLg@Xw@HMNu@d@_APi@Lk@N]Ng@f@kAd@wANYh@eBn@aBPm@n@iB^{@Po@JQl@mBVo@J_@f@sAv@}BXm@^gANk@f@sAT{@Zm@Tq@Zy@l@kBJONAd@Vp@f@PTt@d@|@t@RJRPz@h@fB~ATHl@f@d@VVZh@b@HLFBN@RVTJnA~@RTTLn@j@v@h@TH\\^DTCTW~@Eb@Mn@ARGVE\\Uv@KTI`@Gl@UrAk@rCI\\GLKbAq@hDoAbHKXKdAYlAQhACTUz@Il@AHIJEj@Kp@W~@KdA_@bBG^g@jCM\\A`@K`@In@Sz@s@lDYfB@PCZIXSb@Kf@A\\If@[fAEn@@\\PTb@Tr@t@d@P^X`@^v@d@NPLRTPLRZVVLf@`@VLTXPLZRPFHLh@\\TVNLD?PED?JFPPLDZ?TDRZ`AA~@R\\BPJDHNDZ@bAZPJx@Jd@VdAZFHRF`@HL@`@Q?CH^J?LGF?TJJ@LAVH\\?\\Fr@@JDPPTF\\Rn@f@LN', 'resource_state': 2};False;False;False;False;followers_only;False;;[51.954578, 6.022313];[51.954709, 6.022315];4.032;8.06;False;False;False;10.3;8.2;17396954482;17396954482;stripped_c7fa2667-944b-4820-b375-bc35a519573e-activity.fit;False;0;0;False;6.5963;27.266666666666666;14.5152;29.016000000000002
2;{'id': 105213775, 'resource_state': 1};Interval Middagloop;8176.8;2156;2202;3.9;Run;Run;;Strava App;16126838411;2025-10-13T12:49:15Z;2025-10-13 14:49:15+00:00;(GMT+01:00) Europe/Amsterdam;7200.0;;;;2;0;0;1;0;{'id': 'a16126838411', 'summary_polyline': 'swa|Houvc@Bd@KzAQNKj@?RDj@ET[bAS|@Ij@CZGVC`@Kd@Q|A@n@SjA@RIf@St@Ez@Ir@?TOr@AZO`@E\\?d@Ip@Mp@]`DO^M`AGNSfBCHYZGT?`@Dt@EfAG\\E?Id@K|@L\\@J[bAs@~CQd@ObAS|@Ej@K^B@IPSNC?EEi@uD[_BMWWUO?KBoCtCi@f@i@`@gClCE@ECCBGXGNIHSHWXc@Vg@r@m@j@Y\\a@XWJOP[TWXYJQLS\\i@`@UV[To@r@s@l@_FtEOFE@KECa@Ma@I{@YkAEAIB]XM@EGGi@@WGu@K[Cg@IUUmAMwCKcAG{@D{@?}AKq@A_@?}@B_@`@oANwATsAd@iBPaAPy@@U@KDGD]@qAJoA^y@N_A`@{A?KCo@Da@b@uANWJIBGJe@Ne@`@gCb@qBBWJSZqAFg@|@uDZ]JQLuA?e@Fg@@STq@f@cC`@eBBe@F]Rk@DY\\qAHgBCY@Q?{@F{@XkBVeAP_@FYZc@x@q@Zg@V{@N}@Pg@Fk@Pg@T_AJu@FMD[XiAFc@Tw@r@eDD{@FORUJc@HOJaARi@Hm@Nm@N}@Rk@LkAVy@XsAj@_C|CsNXcB\\cABYJ]RkANk@Dg@Ja@d@{AFm@TcA@Y\\}@FKNcAJ_@B]LSPkAXiAJs@^eALcA^aB@[BIJEFOv@sEHIJ@d@b@ZP`ChBj@h@zAlAbA`AfAjA\\XDNLPf@^VZZVL^JPPRNZJFJGB?Fh@DDD?PMR?n@Xh@Ld@RTBRHRDVJh@HVNl@Vd@J^T@LADWh@a@~A{@~DKNEn@CBCAGPShAGz@y@|ASnAO^Mv@]dAIf@Wr@MLYr@UtB[v@CPGLKDK@MDUZCT@`@Dd@CTa@lASt@MbAa@fBKPQr@Sl@S~@Ul@IZ]tD?|@Bh@A\\Dh@GLGF[EICWQGIM@GFY|C[`BIRG?KIQ@UQs@YKBEBKd@SnBK^G`AOv@MhB', 'resource_state': 2};False;False;False;False;followers_only;False;;[51.954576, 6.022354];[51.954705, 6.022321];3.793;6.42;False;False;False;11.7;7.7;17210135392;17210135392;stripped_a563cfec-703d-4186-ae36-7e3efa8046f8-activity.fit;False;0;0;False;8.1768;35.93333333333333;13.654800000000002;23.112000000000002
2;{'id': 105213775, 'resource_state': 1};Ochtendloop;6099.7;1532;1545;0.0;Run;Run;;Strava App;16092962594;2025-10-10T07:18:13Z;2025-10-10 09:18:13+00:00;(GMT+01:00) Europe/Amsterdam;7200.0;;;;0;0;0;1;0;{'id': 'a16092962594', 'summary_polyline': 'wjb|Hmdxc@[MSSEKm@k@aAKYCW@kAMKE?EGCUg@\\{APgA^gBBWN[fAkFd@mBP{@\\wAPeAPk@L{@^sAd@cCFUBUT{@N_ANa@Dc@R_A\\mARoA^wAXaBZuAHe@ZaAPkAZgADa@ZaADa@Ng@Ho@bAmEJ_@h@mCL{@\\sATuA^}AVu@Jq@Pi@Hk@XkAJq@L_@f@cCHQVcBTo@LaAL_@N{@Ty@\\aBFe@j@{BN{@XcAVkAJy@ZkAx@_EJYb@kBh@gCHOFAFBRPJBJXHJb@\\LBhApAJDVZ\\Pj@j@\\THP\\JDHRLPT\\TBDt@j@h@f@DA@AH?L`@VZ`@`AR[TNl@j@FN|AhAVZZLXTd@Pz@f@t@ZTTLBXZzAj@f@\\t@ZDD@H?JO^]xAm@jBa@~@Kd@AR_@x@Or@c@hACRMXc@|AQb@_@nAMXQz@i@~AINSp@KLo@~AYd@Od@Yj@i@`ASHSPa@z@Gb@EpAH`A?j@O^Ib@Oh@Qb@Kf@Ef@@VYFGj@K\\]r@Ob@KJe@tAMz@Mf@Gh@KXc@dBKn@Od@Kn@Yl@G^Wx@Kh@Up@[tA]fAIr@Y|@c@`Ae@|BSj@ERCHED]AOTI\\ARFr@AHa@tA]dBMZe@tB]dA_AlDKh@A^EHEAi@i@o@_@OAYJe@@_@OQ@a@JORIVMN?`@Ir@M^Ah@Oz@]rAa@~B_@lAUbA', 'resource_state': 2};False;False;False;False;followers_only;False;;[51.954616, 6.022397];[51.954639, 6.022285];3.982;6.54;False;False;False;10.8;9.3;17175811843;17175811843;stripped_3e7678c7-e28f-4bb8-a2ce-7de557410e0a-activity.fit;False;0;0;False;6.0996999999999995;25.533333333333335;14.3352;23.544
2;{'id': 105213775, 'resource_state': 1};Avondloop;6953.4;1756;1769;6.5;Run;Run;;Strava App;15968433436;2025-09-28T17:19:57Z;2025-09-28 19:19:57+00:00;(GMT+01:00) Europe/Amsterdam;7200.0;;;;0;0;0;1;0;{'id': 'a15968433436', 'summary_polyline': 'swa|Hgvvc@AvAEr@GPGDMRCX?rAGRE`@Yv@Q|@Et@?d@QnAWpAMhCc@jDQj@Aj@Kp@IZAh@SbAEt@K`AITMx@Iz@i@~BEd@EHOPGNAb@Hx@CpAYrCe@tBIh@Od@AVQd@SfAYx@Ix@?l@EPJLLD@TCp@Nb@Hj@Zv@Nn@h@fBVpAPj@j@jAl@bAb@`Ah@z@h@bAh@l@^l@?RMZCH@LVl@BJBx@DRj@hAn@v@RJNPLFJPn@l@f@p@p@j@b@l@f@\\HLr@r@LZr@`@`@`@b@HVLT?XFRCV?b@UTORUZw@Lg@L_ABe@Ae@Q[CKBg@Rk@Lq@NuDA{@FgARaA@WRwAl@yB`@cAVuAZq@^oAl@uCTq@Fe@HODGn@YPCZ@f@^L^JJTD`@?dAe@d@KXOXCZDLCRSLWPQRGb@Fb@U^FNA|@WZULAZO^EDMJ@@EF?@QCgABWPw@Pc@b@k@@MMg@E_@OKS]M[Go@Me@cAcCQkAGUE[S{@KaAI]KY]wBe@aCIy@Mc@Aa@Kc@?]N_A`@oAF_@JOZ_APs@JYNcARa@ZcAHg@ZaAHa@LYj@qBt@wBHa@Po@De@Vg@\\_AXoAVm@Ne@NSPMBGASOUAYCGq@c@_@g@MAS_@UYS[QMGICOBIPWBKBUCI_@eAKUSYe@cAKg@MWWs@OQg@aAEEMG_@m@[WQg@MISGWSSa@oAqAs@eA]]KMQgAMUOEE@MFG@ECWm@e@YUa@c@c@[i@[Yw@gACo@IUKK[GECm@mAUUUOIMI[s@qAIUKIu@_AIEOEu@gAOEEGGOAm@CIIMOME?[FEBEFIl@?j@F^C\\Kh@Uj@Mn@MTe@pAe@tBo@xBGNE@GJ?l@MbACD[UGQQOS@QSYIMBKAo@JYAKF_@?}@Te@EYFq@Im@Pe@MUNeA?ULUDaA|@U\\KBGPU^', 'resource_state': 2};False;False;False;False;followers_only;False;;[51.954594, 6.022337];[51.954603, 6.022299];3.96;6.96;False;False;False;16.1;9.5;17049719438;17049719438;stripped_2ff18b84-f864-47bd-94c8-665f6e00e805-activity.fit;False;0;0;False;6.953399999999999;29.266666666666666;14.256;25.056
2;{'id': 105213775, 'resource_state': 1};2025 #10;48938.4;6141;6284;112.3;Ride;Ride;;Strava App;15536062402;2025-08-21T11:51:56Z;2025-08-21 13:51:56+00:00;(GMT+01:00) Europe/Amsterdam;7200.0;;;;12;0;0;1;0;{'id': 'a15536062402', 'summary_polyline': 'ucb|Haaxc@vA{BfBg@tFGrEg@bBbAVEfFcRp@m@NaAFyAtKia@Ri@z@g@bC_@t@PhEpCrChAp@v@~AHhXbQpCOjFkDxC?zB~AtAnDbAvA~DpChFzAdC_C~A{ChCuLb@}CXAfFtC`BJfL_JpBeCvCkGfAcAtBaA`Fs@bEJ~Bf@tBlApAtB|A~D\\D`AsHj@kJ`DmW}DkJiCmJ{BkFu@oCeCsCjAoQpFK|Ff@lEhAjDbBtM`MlA`@VWDm@Ou[k@cNe@aBeDcE]eCG}ILo@pAaC^aC`@_OSgDn@aGQ_D{@yEqAqNLaAxCwHb@mGIuC}@aEJoFIuGvAqNTmG[_FD}Bf@sCpIyTlB}RzBcIxBeFIYaSsLjHwTbEeO`G}NhB`AbAM~CkF`FiF`GiChE}BpDyEf@O|@Vbe@|^vk@vZpAhAlBrDvAbFLdAEzB|@R~DvLhBrD`HjLdArEVzGh@SN_@zCyO|AgExA_GrA{BrRqOt\\}TzBG~e@bKvKq@|E~@bFX~b@qAhDlAn@jAp@JrC`CxAeGnEO~B{A~B~@`CIv@j@dA}@t@gDd@{En@EZ{ARsDk@{AMoD`AkMA_Cd@kDx@{MmGsbA_FueBGyOReH^oGv@{CnW{_@lAmDnJcw@HgDSsN`@yLEaAa@q@q@ScZdBiCnAmCzCaAn@}HxBaSoCyLk@{@g@qA_Bq@sA}AwF{AwA_AFaAr@aApDy@s@OiBVcHBwOUeVc@o@eAiHmBqT_Gi`@sAkO{@iE{CkVoDeNuB}FkFmKiB_FUOeCxA}BxBr@zJpEzSvCzJpEjU|BpMvAtPb@rJfA~IxAze@K|BL{@n@Ke@SMZm@zF}@dQg@nCqSn_@cFlKwC|Ei@f@s@k@{@t@qE~ImBfC_Bz@sLr@wOP{Fp@cOhJqPzKmUbPqF~CaHfGwDdGmAUyJFmBi@sr@un@uEn[G`QYv@OhWkCn{@DdMbB|i@YvJdBrNNfFc@jBs@`Aw@|Bw@jJuAjGeQzd@i@b@OnBqFfNaLz_@eBnE{GnMeAvD{@HqA`AsHjHk@hAmWbcBm@bC}A`@cDzB}A{@aIk@W`GaBFSfCQTaD?_BvI}FbB{AOg@}@YAgAvB}AdBqK`Iw@Nc@hBiBzByAnAeBd@Sx@uFzDkFpEgBfCWAs@{Am@aDq@iLMuFyBz@wM@m@lHeAvESVyAIoGoDu@fDu@~Ak@d@yCxK{cAlxEpFr@lCjB', 'resource_state': 2};False;False;False;False;followers_only;False;;[51.954585, 6.022361];[51.954644, 6.022284];7.969;13.84;False;False;False;75.4;9.6;16591592197;16591592197;stripped_d6e9c86c-8171-4254-843a-ceea2f890c17-activity.fit;False;4;0;False;48.9384;102.35;28.6884;49.824
2;{'id': 105213775, 'resource_state': 1};Rondje klapband;22549.1;2708;2717;171.9;Ride;Ride;10.0;Strava App;15374813896;2025-08-07T09:56:03Z;2025-08-07 11:56:03+00:00;(GMT+01:00) Europe/Amsterdam;7200.0;;;;22;0;0;1;0;{'id': 'a15374813896', 'summary_polyline': 'ajb|Hycxc@yBaBsAUmAE_AYs@Ju@IqH_CyDk@_Bm@u@E{@UKD}@~CqA~HoClD}AjCm@v@mAlCOn@uJxo@mChPq@fFsAbI?Td@j@Jz@pDtBHN@n@k@fCcBhKmAnG_BtGsCnKaCxGcAdB_Ar@{@\\iDn@k@ZY`@mDhIKh@g@pA?d@jAbC?\\s@p@sDbF{@l@C`@JHZKtCkDRIBLGN_AbAeB|BeDxEyI`L}QtVaGvHUP_@e@i@qAcGcJqBsDuAuB_H}LkC_F[_@uDmCoEsEeA{AgEuHaEsFs@w@_@}@C]ZkAuAmFG{@@}@h@kGl@{DHqApAgEBk@IO]Y}@YeEy@kBo@eF_CcD{B]K_@J[ZyBnE}EzG_@Ra@Ga@[[k@wDqKyCwH_@oAk@oEcAwFeBwFg@y@GWi@qJCuGFmGz@mUhAyT`@mOAgHK{EUsEm@yG}@eGgBwIqAiEmCiHcDkHcBsEwAgCaAcAwDyC]I[Ru@fDs@bEwBdHq@hBSjAyAzDyB|CcCpCgBbCwEzDu@bA{ClFg@b@g@NeC[mCRU[_@H[Z{Cj@eDhA_IlDwF^i@`@Yb@_AzB[RmFl@sGUcBFe@`@uAnCy@bAoAd@cAEa@JqBvBo@j@c@PcBVwD_BmA@mDxDoEbJy@tAyEjFcAn@c@BiBgAk@M}BhDc@^kBhC_A|@i@VsBEs@JiEfBkAt@mB`BmB`CkAzBo@zBk@rDYfGDhDVfFpApJ`@jATXZHv@BvCs@^Ap@Tt@`ArB`Ej@jB~@`IZpAp@jAfB|AV`@Ph@PnCVx@fB~@xAxA`Al@tEj@t@GhBiAlCsCjDfA|@n@Xr@Ct@uArEMx@h@vCl@~AXlAo@pGGhABXb@xAZ^^Nn@Fb@Kn@cAh@mBLsBNk@`CKnAj@J?Ti@D{AO}AsBeJMyADs@Lg@LGj@T~AfBdAtB\\~@VjA`@rCRtCDtGTvCdAzFd@bBjAtCv@`Ab@v@z@dDhDpHbAhBhCpDdBzAlBtBbC|A\\^Rf@p@pD?tBJx@AjCXfAh@pALt@O`@y@h@MX`@rBZfCa@fMQz@Wf@IUBgAIUSCCfAx@lErC|Kz@bCpBbIrAnDj@dAlAlAfA|@|AjEtAzCn@h@~AP`B`@tAhAz@vAz@jEv@pFj@xCDf@EzDDbAFTZR|Ag@vIoGnAgA~DyBzIgC', 'resource_state': 2};False;False;False;False;followers_only;False;;[51.954554, 6.022298];[52.002419, 5.9718];8.327;15.76;False;False;False;108.7;9.1;16419197024;16419197024;stripped_6f690d4e-4184-4849-a909-4176945f558d-activity.fit;False;13;0;False;22.5491;45.13333333333333;29.9772;56.736
2;{'id': 105213775, 'resource_state': 1};2025 #8;33439.2;4023;4023;208.6;Ride;Ride;10.0;Strava App;15266783411;2025-07-28T17:49:29Z;2025-07-28 19:49:29+00:00;(GMT+01:00) Europe/Amsterdam;7200.0;;;;61;0;0;2;0;{'id': 'a15266783411', 'summary_polyline': '}fb|Heaxc@aFwDiFeAcBLmE}AgIoB{@?eBg@URiAzE}@bGuCnDyDnGw@`D}F|`@yJtn@?^b@d@Bv@dEbCDb@uFdZsFtSyBdGiAzAuBlAcDl@kAlAcDtHQfAe@|@Fh@fAtBD\\u@n@_ElFw@h@A`@d@GxCkDP?CVui@zs@aEzEc@[Uw@iByCwCeE}Rs]oEuDeFiF}F_KiFcHi@qAPcACo@sAiFEwAvA}O`BiFOq@oIaCcFwBaGgDy@|@eI|Lk@`@a@Cm@g@sJgWeCuN}AuFi@gAg@yFMkDAsIN{G|B}f@^kOGkMe@gJoBwOwBiJgBkFcKsV_A_BcFaEs@?]x@}AtHaExMeCvFcIfKwEvDwEvHsAXiBSyCN}Haf@qOw}@gAcDUH?ZbAzDcBzBwL`I{DhAuBvBsD|BkL~Dy@r@kBtCu@l@{ADaDcCqFg@q@\\c@n@UnBYv@mJ~FuA@cDy@g@LGf@xExWYnI^fA|AfAv@pA|@|FLjCCbFa@hEcB`HyBtE]`D?tG`@~Cx@`D@n@Od@cCbDnCeEB{@U}@U]_@CWDa@~@KD{@]qATINOvGs@bCyDj@gEfBcCjBsCdAgAbAu@zBW~EeAbJ{@nLT|BdAjDzBjD`An@dClCv@rBnA|@pApCvAdBpAdC@|EcApGDzBYbFJdCJj@pArBrAvDnAhFxBfNf@r@`ErB|DoBzCN|@`FL`Dn@lDnCjGxB`GXfAPlC~BfFpHv@rBk@Ny@W}D?gBHeBXkBx@oBdCiCxAoClA}APKpA\\pBnBpC~G~B`EvAdDdAjAfBTzBjBl@bAf@lBh@vCKpCrAxEKj@u@f@Oj@p@pCJpAa@~MOz@UBIyAW_@Ih@ZfDlC~JtA|D~EZxEkBzC]zDrAfKnGzHg@nCo@vCR~Ab@rH~D\\e@LyBnB}Nb@iPn@iGpB}H~AoErF}KRUl@JRWBu@i@gAB[rHuGfGuBzKyJPA`BfAvA]rDcGtAoEx@{@lBs@bCmCx@LhAvAnCrGtClF^rBdAk@z@wARIlF~JXBrFiBxAwAtAk@|@PpDpEfMtTrDnFdBjDXRRIdGmHxZqa@bJeM`@_AUEuCtD_@CFe@lAaAxEeGwAiDbAuCbCeGx@wAh@c@jDo@xBwAhBeDxAkEpFmSfFsYSo@mDmBOaAc@i@?i@f@{BxBeNrN__Ab@eBjBcD~AiCjCcDpA_Iz@oCLGfJzBhIbCvAMlAd@jCXrCvB', 'resource_state': 2};False;False;False;False;followers_only;False;;[51.95465, 6.02232];[51.954655, 6.022302];8.312;13.8;False;False;False;105.0;9.1;16303699207;16303699207;stripped_b8f05402-75d7-4cc1-8d46-7401b3526265-activity.fit;False;29;0;False;33.4392;67.05;29.923199999999998;49.68000000000001
